0;0
1;2
2;6
3;8
4;15
5;18
6;21
7;24
8;36
9;40
10;44
11;48
12;52
13;56
14;60
15;64
16;85
17;90
18;95
19;100
20;105
21;110
22;115
23;120
24;125
25;130
26;135
27;140
28;145
29;150
30;155
31;160
32;198
33;204
34;210
35;216
36;222
37;228
38;234
39;240
40;246
41;252
42;258
43;264
44;270
45;276
46;282
47;288
48;294
49;300
50;306
51;312
52;318
53;324
54;330
55;336
56;342
57;348
58;354
59;360
60;366
61;372
62;378
63;384
64;455
65;462
66;469
67;476
68;483
69;490
70;497
71;504
72;511
73;518
74;525
75;532
76;539
77;546
78;553
79;560
80;567
81;574
82;581
83;588
84;595
85;602
86;609
87;616
88;623
89;630
90;637
91;644
92;651
93;658
94;665
95;672
96;679
97;686
98;693
99;700
100;707
101;714
102;721
103;728
104;735
105;742
106;749
107;756
108;763
109;770
110;777
111;784
112;791
113;798
114;805
115;812
116;819
117;826
118;833
119;840
120;847
121;854
122;861
123;868
124;875
125;882
126;889
127;896
128;1032
129;1040
130;1048
131;1056
132;1064
133;1072
134;1080
135;1088
136;1096
137;1104
138;1112
139;1120
140;1128
141;1136
142;1144
143;1152
144;1160
145;1168
146;1176
147;1184
148;1192
149;1200
150;1208
151;1216
152;1224
153;1232
154;1240
155;1248
156;1256
157;1264
158;1272
159;1280
160;1288
161;1296
162;1304
163;1312
164;1320
165;1328
166;1336
167;1344
168;1352
169;1360
170;1368
171;1376
172;1384
173;1392
174;1400
175;1408
176;1416
177;1424
178;1432
179;1440
180;1448
181;1456
182;1464
183;1472
184;1480
185;1488
186;1496
187;1504
188;1512
189;1520
190;1528
191;1536
192;1544
193;1552
194;1560
195;1568
196;1576
197;1584
198;1592
199;1600
200;1608
201;1616
202;1624
203;1632
204;1640
205;1648
206;1656
207;1664
208;1672
209;1680
210;1688
211;1696
212;1704
213;1712
214;1720
215;1728
216;1736
217;1744
218;1752
219;1760
220;1768
221;1776
222;1784
223;1792
224;1800
225;1808
226;1816
227;1824
228;1832
229;1840
230;1848
231;1856
232;1864
233;1872
234;1880
235;1888
236;1896
237;1904
238;1912
239;1920
240;1928
241;1936
242;1944
243;1952
244;1960
245;1968
246;1976
247;1984
248;1992
249;2000
250;2008
251;2016
252;2024
253;2032
254;2040
255;2048
256;2313
257;2322
258;2331
259;2340
260;2349
261;2358
262;2367
263;2376
264;2385
265;2394
266;2403
267;2412
268;2421
269;2430
270;2439
271;2448
272;2457
273;2466
274;2475
275;2484
276;2493
277;2502
278;2511
279;2520
280;2529
281;2538
282;2547
283;2556
284;2565
285;2574
286;2583
287;2592
288;2601
289;2610
290;2619
291;2628
292;2637
293;2646
294;2655
295;2664
296;2673
297;2682
298;2691
299;2700
300;2709
301;2718
302;2727
303;2736
304;2745
305;2754
306;2763
307;2772
308;2781
309;2790
310;2799
311;2808
312;2817
313;2826
314;2835
315;2844
316;2853
317;2862
318;2871
319;2880
320;2889
321;2898
322;2907
323;2916
324;2925
325;2934
326;2943
327;2952
328;2961
329;2970
330;2979
331;2988
332;2997
333;3006
334;3015
335;3024
336;3033
337;3042
338;3051
339;3060
340;3069
341;3078
342;3087
343;3096
344;3105
345;3114
346;3123
347;3132
348;3141
349;3150
350;3159
351;3168
352;3177
353;3186
354;3195
355;3204
356;3213
357;3222
358;3231
359;3240
360;3249
361;3258
362;3267
363;3276
364;3285
365;3294
366;3303
367;3312
368;3321
369;3330
370;3339
371;3348
372;3357
373;3366
374;3375
375;3384
376;3393
377;3402
378;3411
379;3420
380;3429
381;3438
382;3447
383;3456
384;3465
385;3474
386;3483
387;3492
388;3501
389;3510
390;3519
391;3528
392;3537
393;3546
394;3555
395;3564
396;3573
397;3582
398;3591
399;3600
400;3609
401;3618
402;3627
403;3636
404;3645
405;3654
406;3663
407;3672
408;3681
409;3690
410;3699
411;3708
412;3717
413;3726
414;3735
415;3744
416;3753
417;3762
418;3771
419;3780
420;3789
421;3798
422;3807
423;3816
424;3825
425;3834
426;3843
427;3852
428;3861
429;3870
430;3879
431;3888
432;3897
433;3906
434;3915
435;3924
436;3933
437;3942
438;3951
439;3960
440;3969
441;3978
442;3987
443;3996
444;4005
445;4014
446;4023
447;4032
448;4041
449;4050
450;4059
451;4068
452;4077
453;4086
454;4095
455;4104
456;4113
457;4122
458;4131
459;4140
460;4149
461;4158
462;4167
463;4176
464;4185
465;4194
466;4203
467;4212
468;4221
469;4230
470;4239
471;4248
472;4257
473;4266
474;4275
475;4284
476;4293
477;4302
478;4311
479;4320
480;4329
481;4338
482;4347
483;4356
484;4365
485;4374
486;4383
487;4392
488;4401
489;4410
490;4419
491;4428
492;4437
493;4446
494;4455
495;4464
496;4473
497;4482
498;4491
499;4500
500;4509
501;4518
502;4527
503;4536
504;4545
505;4554
506;4563
507;4572
508;4581
509;4590
510;4599
511;4608
512;5130
513;5140
514;5150
515;5160
516;5170
517;5180
518;5190
519;5200
520;5210
521;5220
522;5230
523;5240
524;5250
525;5260
526;5270
527;5280
528;5290
529;5300
530;5310
531;5320
532;5330
533;5340
534;5350
535;5360
536;5370
537;5380
538;5390
539;5400
540;5410
541;5420
542;5430
543;5440
544;5450
545;5460
546;5470
547;5480
548;5490
549;5500
550;5510
551;5520
552;5530
553;5540
554;5550
555;5560
556;5570
557;5580
558;5590
559;5600
560;5610
561;5620
562;5630
563;5640
564;5650
565;5660
566;5670
567;5680
568;5690
569;5700
570;5710
571;5720
572;5730
573;5740
574;5750
575;5760
576;5770
577;5780
578;5790
579;5800
580;5810
581;5820
582;5830
583;5840
584;5850
585;5860
586;5870
587;5880
588;5890
589;5900
590;5910
591;5920
592;5930
593;5940
594;5950
595;5960
596;5970
597;5980
598;5990
599;6000
600;6010
601;6020
602;6030
603;6040
604;6050
605;6060
606;6070
607;6080
608;6090
609;6100
610;6110
611;6120
612;6130
613;6140
614;6150
615;6160
616;6170
617;6180
618;6190
619;6200
620;6210
621;6220
622;6230
623;6240
624;6250
625;6260
626;6270
627;6280
628;6290
629;6300
630;6310
631;6320
632;6330
633;6340
634;6350
635;6360
636;6370
637;6380
638;6390
639;6400
640;6410
641;6420
642;6430
643;6440
644;6450
645;6460
646;6470
647;6480
648;6490
649;6500
650;6510
651;6520
652;6530
653;6540
654;6550
655;6560
656;6570
657;6580
658;6590
659;6600
660;6610
661;6620
662;6630
663;6640
664;6650
665;6660
666;6670
667;6680
668;6690
669;6700
670;6710
671;6720
672;6730
673;6740
674;6750
675;6760
676;6770
677;6780
678;6790
679;6800
680;6810
681;6820
682;6830
683;6840
684;6850
685;6860
686;6870
687;6880
688;6890
689;6900
690;6910
691;6920
692;6930
693;6940
694;6950
695;6960
696;6970
697;6980
698;6990
699;7000
700;7010
701;7020
702;7030
703;7040
704;7050
705;7060
706;7070
707;7080
708;7090
709;7100
710;7110
711;7120
712;7130
713;7140
714;7150
715;7160
716;7170
717;7180
718;7190
719;7200
720;7210
721;7220
722;7230
723;7240
724;7250
725;7260
726;7270
727;7280
728;7290
729;7300
730;7310
731;7320
732;7330
733;7340
734;7350
735;7360
736;7370
737;7380
738;7390
739;7400
740;7410
741;7420
742;7430
743;7440
744;7450
745;7460
746;7470
747;7480
748;7490
749;7500
750;7510
751;7520
752;7530
753;7540
754;7550
755;7560
756;7570
757;7580
758;7590
759;7600
760;7610
761;7620
762;7630
763;7640
764;7650
765;7660
766;7670
767;7680
768;7690
769;7700
770;7710
771;7720
772;7730
773;7740
774;7750
775;7760
776;7770
777;7780
778;7790
779;7800
780;7810
781;7820
782;7830
783;7840
784;7850
785;7860
786;7870
787;7880
788;7890
789;7900
790;7910
791;7920
792;7930
793;7940
794;7950
795;7960
796;7970
797;7980
798;7990
799;8000
800;8010
801;8020
802;8030
803;8040
804;8050
805;8060
806;8070
807;8080
808;8090
809;8100
810;8110
811;8120
812;8130
813;8140
814;8150
815;8160
816;8170
817;8180
818;8190
819;8200
820;8210
821;8220
822;8230
823;8240
824;8250
825;8260
826;8270
827;8280
828;8290
829;8300
830;8310
831;8320
832;8330
833;8340
834;8350
835;8360
836;8370
837;8380
838;8390
839;8400
840;8410
841;8420
842;8430
843;8440
844;8450
845;8460
846;8470
847;8480
848;8490
849;8500
850;8510
851;8520
852;8530
853;8540
854;8550
855;8560
856;8570
857;8580
858;8590
859;8600
860;8610
861;8620
862;8630
863;8640
864;8650
865;8660
866;8670
867;8680
868;8690
869;8700
870;8710
871;8720
872;8730
873;8740
874;8750
875;8760
876;8770
877;8780
878;8790
879;8800
880;8810
881;8820
882;8830
883;8840
884;8850
885;8860
886;8870
887;8880
888;8890
889;8900
890;8910
891;8920
892;8930
893;8940
894;8950
895;8960
896;8970
897;8980
898;8990
899;9000
900;9010
901;9020
902;9030
903;9040
904;9050
905;9060
906;9070
907;9080
908;9090
909;9100
910;9110
911;9120
912;9130
913;9140
914;9150
915;9160
916;9170
917;9180
918;9190
919;9200
920;9210
921;9220
922;9230
923;9240
924;9250
925;9260
926;9270
927;9280
928;9290
929;9300
930;9310
931;9320
932;9330
933;9340
934;9350
935;9360
936;9370
937;9380
938;9390
939;9400
940;9410
941;9420
942;9430
943;9440
944;9450
945;9460
946;9470
947;9480
948;9490
949;9500
950;9510
951;9520
952;9530
953;9540
954;9550
955;9560
956;9570
957;9580
958;9590
959;9600
960;9610
961;9620
962;9630
963;9640
964;9650
965;9660
966;9670
967;9680
968;9690
969;9700
970;9710
971;9720
972;9730
973;9740
974;9750
975;9760
976;9770
977;9780
978;9790
979;9800
980;9810
981;9820
982;9830
983;9840
984;9850
985;9860
986;9870
987;9880
988;9890
989;9900
990;9910
991;9920
992;9930
993;9940
994;9950
995;9960
996;9970
997;9980
998;9990
999;10000
1000;10010
1001;10020
1002;10030
1003;10040
1004;10050
1005;10060
1006;10070
1007;10080
1008;10090
1009;10100
1010;10110
1011;10120
1012;10130
1013;10140
1014;10150
1015;10160
1016;10170
1017;10180
1018;10190
1019;10200
1020;10210
1021;10220
1022;10230
1023;10240
1024;11275
1025;11286
1026;11297
1027;11308
1028;11319
1029;11330
1030;11341
1031;11352
1032;11363
1033;11374
1034;11385
1035;11396
1036;11407
1037;11418
1038;11429
1039;11440
1040;11451
1041;11462
1042;11473
1043;11484
1044;11495
1045;11506
1046;11517
1047;11528
1048;11539
1049;11550
1050;11561
