0;475
1;1992
2;1243
3;1367
4;1595
5;1840
6;2026
7;2130
8;2253
9;2503
10;2609
11;2922
12;2929
13;3109
14;3195
15;3304
16;3181
17;3715
18;3196
19;3226
20;3988
21;4331
22;4432
23;4839
24;4542
25;4730
26;5175
27;4876
28;5301
29;5373
30;5290
31;5362
32;5666
33;5695
34;6225
35;5839
36;6446
37;6587
38;6725
39;6707
40;6954
41;7068
42;7042
43;7156
44;7311
45;7380
46;7569
47;7649
48;7812
49;7857
50;8071
51;8091
52;8127
53;8345
54;8481
55;8539
56;8618
57;8886
58;8751
59;8748
60;8955
61;8764
62;9526
63;9480
64;9386
65;9671
66;9840
67;10013
68;9880
69;10204
70;12442
71;14479
72;10002
73;9725
74;11939
75;13953
76;15409
77;11719
78;11017
79;11431
80;11405
81;11370
82;11650
83;11722
84;11776
85;12227
86;12105
87;12114
88;12599
89;12657
90;12982
91;13199
92;12636
93;12941
94;13060
95;13529
96;13535
97;13384
98;13246
99;13505
100;13229
101;13732
102;14003
103;14338
104;14100
105;14217
106;14236
107;14435
108;14816
109;14725
110;14869
111;14776
112;15232
113;15522
114;15186
115;15392
116;15548
117;15720
118;15801
119;15785
120;16583
121;16655
122;16663
123;16176
124;17092
125;17020
126;17534
127;18267
128;23023
129;22570
130;20187
131;16484
132;16147
133;16445
134;26323
135;17145
136;16571
137;17034
138;17120
139;17457
140;28262
141;19517
142;19992
143;19618
144;18772
145;19117
146;19164
147;19309
148;19442
149;19027
150;19498
151;19613
152;19553
153;19729
154;20078
155;20127
156;20386
157;20367
158;20613
159;20499
160;20348
161;20678
162;20398
163;20843
164;20863
165;20797
166;21175
167;21773
168;21367
169;21694
170;21325
171;21754
172;22137
173;22159
174;22314
175;22621
176;22815
177;22793
178;23081
179;22906
180;22670
181;22682
182;23917
183;23333
184;23820
185;23634
186;23247
187;23902
188;24162
189;23862
190;23841
191;24890
192;25153
193;25794
194;24024
195;24399
196;24791
197;25225
198;24738
199;24877
200;25373
201;25277
202;25397
203;25429
204;25797
205;26516
206;26174
207;25712
208;25883
209;26030
210;26785
211;26386
212;26340
213;26804
214;26917
215;27127
216;27433
217;27922
218;27578
219;27460
220;27489
221;27398
222;27547
223;27962
224;27785
225;28268
226;28240
227;28092
228;28560
229;28470
230;28683
231;28767
232;28786
233;28901
234;28821
235;29182
236;29158
237;29271
238;29840
